Unnamed: 0.1,trad_player,trad_team,trad_season,Unnamed: 0,trad_unnamed: 0,trad_min,trad_pts,trad_fgm,trad_fga,trad_fg%,trad_3pm,trad_3pa,trad_3p%,trad_ftm,trad_fta,trad_ft%,trad_oreb,trad_dreb,trad_reb,trad_ast,trad_stl,trad_blk,trad_tov,trad_pf,trad_+/-,adv_unnamed: 0,adv_min,adv_offrtg,adv_defrtg,adv_netrtg,adv_ast%,adv_ast/to,adv_ast ratio,adv_oreb%,adv_dreb%,adv_reb%,adv_to_ratio,adv_efg%,adv_ts%,adv_usg%,adv_pace,adv_pie,adv_season,player,position_bbref,position_season,team,PG_est_%,SG_est_%,SF_est_%,PF_est_%,C_est_%,position,season,height_inches,height_inches_nba_com,wingspan_inches,height_final,wingspan_final,secondary_position,primary_position_bbref,PM_defensive_FG,coverage_area,PM_coverage_area,PM_defensive_boxouts,PM_offensive_boxouts,PM_Adv_Rebounding,PM_Trad_Rebounding,PM_speed_score,PM_loose_balls_recovered,PM_Iso_Defense,PM_matchup_difficulty,True_Shooting,Total_Shots,PM_True_Shooting,Open_3,Open_3_Attempts,PM_Open_3,PM_Guarded_3,PM_Guarded_3_Attempts,PM_TOV_Rato,Ball_Handler_PPP,Ball_Handler_Freq,PM_Ball_Handler,Iso_PPP,Iso_Freq,PM_Iso,PM_Shot_Creation,Shotclock_FG,Shotclock_Attempts,PM_Pressure_Scoring,Drive_FG,Drive_Attempts,PM_Driving_Offense,PM_Passing,CS_3P%,CS_3PA,PM_Catch_Shoot
162,Aaron Gordon,ORL,2017,142346.0,2109.0,33.0,18.0,6.0,15.0,43.0,2.0,6.0,35.0,3.0,4.0,57.0,2.0,6.0,8.0,2.0,1.0,1.0,2.0,2.0,-2.0,2103.0,33.0,106.0,108.0,-2.0,11.0,1.0,11.0,4.0,19.0,12.0,9.0,50.0,53.0,24.0,101.0,11.0,2017.0,Aaron Gordon,PF,2017,ORL,0,0,7,91,2,SF,2016.0,79.5,81.0,83.7,79.5,83.7,,PF,0.3533333333333333,3327.0750000000003,0.279466966966967,0.8493333333333334,0.2013333333333333,0.6561561561561562,0.9348723723723724,0.7693333333333333,0.5173333333333333,0.2991631799163179,69.7,0.4557057057057057,0.8368993993993994,0.5510041291291292,0.3990291262135922,0.4776699029126213,0.4186893203883495,0.4186893203883495,0.4776699029126213,0.4095345345345345,0.3137755102040816,0.5994897959183674,0.3852040816326531,0.2991631799163179,0.700836820083682,0.3995815899581589,0.7573333333333333,0.3893129770992366,0.7748091603053435,0.4856870229007634,0.2146666666666666,0.8493333333333334,0.3733333333333333,0.6906666666666667,0.8066666666666666,0.8626666666666667,0.8206666666666667
186,Aaron Gordon,ORL,2018,169142.0,2021.0,34.0,16.0,6.0,13.0,45.0,2.0,4.0,33.0,2.0,3.0,59.0,2.0,6.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,2025.0,34.0,108.0,106.0,2.0,16.0,2.0,18.0,5.0,17.0,11.0,10.0,50.0,53.0,21.0,99.0,11.0,2018.0,Aaron Gordon,PF,2018,ORL,0,0,40,60,0,SF,2016.0,79.5,81.0,83.7,79.5,83.7,,PF,0.4962686567164179,3327.0750000000003,0.2443400770712909,0.5261194029850746,0.4962686567164179,0.5590077071290944,0.8126204238921002,0.5435323383084577,0.3097014925373134,0.4173728813559322,77.8,0.5380539499036608,0.8971579961464354,0.6278299614643545,0.7538910505836576,0.4494163424124514,0.6777723735408561,0.6777723735408561,0.4494163424124514,0.5655105973025049,0.2129629629629629,0.75,0.3472222222222222,0.4173728813559322,0.5402542372881356,0.4480932203389831,0.7823383084577115,0.7750533049040512,0.8411513859275054,0.7915778251599148,0.4838308457711442,0.8569651741293532,0.5771144278606966,0.9340796019900498,0.5671641791044776,0.7052238805970149,0.601679104477612
210,Aaron Gordon,ORL,2019,192932.0,2175.0,33.0,14.0,5.0,13.0,42.0,1.0,4.0,27.0,2.0,4.0,60.0,2.0,6.0,8.0,4.0,1.0,1.0,2.0,2.0,-2.0,2168.0,33.0,107.0,110.0,-3.0,16.0,2.0,18.0,5.0,17.0,11.0,8.0,46.0,50.0,20.0,100.0,10.0,2019.0,Aaron Gordon,PF,2019,ORL,0,0,31,69,0,SF,2016.0,79.5,81.0,83.7,79.5,83.7,,PF,0.2413394919168591,3327.0750000000003,0.299285896454986,0.174364896073903,0.8533487297921478,0.73578168834481,0.946569752614129,0.5438799076212472,0.5831408775981525,0.2058823529411764,81.2,0.4500127518490181,0.9259117572047948,0.5689875031879622,0.7916666666666666,0.4308510638297872,0.7014627659574468,0.7014627659574468,0.4308510638297872,0.244197908696761,0.0951327433628318,0.7898230088495575,0.2688053097345133,0.2058823529411764,0.504524886877828,0.2805429864253393,0.7424942263279446,0.615606936416185,0.8333333333333334,0.6700385356454721,0.312933025404157,0.8140877598152425,0.4382217090069283,0.9064665127020786,0.4053117782909931,0.581986143187067,0.4494803695150115
234,Aaron Gordon,ORL,2020,207925.0,1849.0,29.0,15.0,5.0,12.0,43.0,2.0,4.0,37.0,3.0,4.0,57.0,2.0,5.0,7.0,4.0,1.0,1.0,3.0,2.0,-1.0,1880.0,30.0,106.0,110.0,-4.0,21.0,1.0,18.0,5.0,18.0,11.0,12.0,49.0,53.0,24.0,100.0,11.0,2020.0,Aaron Gordon,PF,2020,TOT,0,0,10,90,0,SF,2016.0,79.5,81.0,83.7,79.5,83.7,,PF,0.2706855791962175,3327.0750000000003,0.3249734607218684,0.0342789598108747,0.9680851063829788,0.6999734607218684,0.92369957537155,0.2139479905437352,0.1430260047281324,0.4657132971367312,25.831523303082424,0.6450371549893843,0.932855626326964,0.7169917728237792,0.8647912885662432,0.4736842105263157,0.7670145190562614,0.7670145190562614,0.4736842105263157,0.7127123142250531,0.1255506607929515,0.8480176211453745,0.3061674008810573,0.2407407407407407,0.5291005291005291,0.3128306878306878,0.74822695035461,0.5802845528455285,0.7398373983739838,0.6201727642276423,0.3794326241134751,0.7434988179669031,0.4704491725768321,0.8522458628841607,0.6784869976359338,0.483451536643026,0.6297281323877069
306,Aaron Harrison,CHA,2016,106830.0,1207.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1226.0,3.0,85.0,93.0,-8.0,30.0,0.0,37.0,0.0,20.0,11.0,0.0,0.0,5.0,12.0,96.0,-12.0,2016.0,Aaron Harrison,SG,2016,CHO,0,0,62,38,0,SG,2016.0,76.5,78.0,80.25,76.5,80.25,,SG,0.3779583515532391,3069.5625,0.2988816738816738,0.4692496629083392,0.4013379384216474,0.9623015873015872,0.1019119769119769,0.2392950968866893,0.428617516084559,0.4207440560475184,40.38523064288638,0.0153318903318903,0.0223665223665223,0.0170905483405483,,,0.3412057977889686,0.4467678190705148,0.2517234014264136,0.0304834054834054,,,0.3618221346774883,,,0.3607828815928184,0.3988733280990404,,,0.4167057915904864,,,0.2985557956243514,0.2882224722784002,,,0.4349935884657298
312,Aaron Harrison,DAL,2017,152973.0,943.0,26.0,7.0,2.0,8.0,26.0,1.0,5.0,16.0,1.0,2.0,45.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,-8.0,969.0,26.0,96.0,110.0,-14.0,8.0,0.0,12.0,1.0,10.0,5.0,3.0,31.0,36.0,15.0,100.0,2.0,2017.0,Aaron Harrison,SG,2017,DAL,38,62,1,0,0,SG,2016.0,76.5,78.0,80.25,76.5,80.25,,SG,0.9585106382978724,3069.5625,0.4452956989247312,0.9053191489361702,0.1117021276595744,0.4227150537634409,0.6682795698924732,0.3021276595744681,0.9,0.4707656458452506,36.2,0.1779569892473118,0.5065860215053763,0.260114247311828,0.2371294851794071,0.3322932917316692,0.2609204368174727,0.2609204368174727,0.3322932917316692,0.1114247311827957,0.0858823529411764,0.4011764705882353,0.1647058823529411,,,0.4888458699614176,0.8308510638297872,0.1392508143322475,0.9780130293159608,0.3489413680781759,0.2031914893617021,0.376595744680851,0.2465425531914893,0.1563829787234042,0.0585106382978723,0.898936170212766,0.2686170212765957
318,Aaron Henry,PHI,2021,236442.0,2692.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2694.0,3.0,68.0,133.0,-66.0,0.0,0.0,0.0,0.0,6.0,2.0,33.0,8.0,8.0,16.0,112.0,-7.0,2021.0,Aaron Henry,SF,2021,PHI,0,11,69,21,0,SF,2021.0,0.0,77.0,0.0,77.0,81.88279269476838,,SF,0.0097402597402597,3152.4875187485827,0.2722178785509512,0.8668831168831169,0.1542207792207792,0.0579880114672921,0.0317956737034141,0.8068181818181818,0.0292207792207792,0.2967552899679055,34.9,0.0568152202241334,0.0744070888715142,0.0612131873859786,,,0.2462714120669476,0.2417513717999363,0.3424368567588423,0.9680740161584572,,,0.3361894923906653,,,0.3005655902121395,0.0227272727272727,,,0.4704047224194645,0.0438311688311688,0.0909090909090909,0.0556006493506493,0.0243506493506493,0.0081168831168831,0.0129870129870129,0.0093344155844155
321,Aaron Holiday,ATL,2022,256878.0,1857.0,17.0,5.0,2.0,4.0,43.0,1.0,2.0,36.0,1.0,1.0,28.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1853.0,17.0,109.0,115.0,-7.0,12.0,1.0,21.0,2.0,6.0,4.0,13.0,51.0,53.0,12.0,105.0,5.0,2022.0,Aaron Holiday,PG,2022,ATL,60,41,0,0,0,PG,2018.0,71.7,73.0,79.5,71.7,79.5,,PG,0.7724014336917563,2850.0750000000003,0.3454301075268817,0.5550434540652823,0.2344414742856534,0.132168458781362,0.1205197132616487,0.7491039426523297,0.4282129924602954,0.3423654661591044,45.107025821283166,0.6187275985663082,0.2043010752688172,0.5151209677419354,0.3796992481203007,0.4530075187969924,0.3980263157894737,0.3980263157894737,0.4530075187969924,0.8866487455197133,0.8148936170212766,0.1468085106382978,0.647872340425532,,,0.3599286744637494,0.8010752688172043,,,0.3375392402247298,0.3064516129032258,0.3566308243727598,0.3189964157706093,0.1182795698924731,0.7867383512544803,0.2365591397849462,0.6491935483870968
339,Aaron Holiday,IND,2018,169146.0,1863.0,13.0,6.0,2.0,5.0,39.0,1.0,3.0,30.0,1.0,1.0,28.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1856.0,13.0,103.0,106.0,-3.0,20.0,1.0,19.0,0.0,7.0,4.0,10.0,48.0,50.0,23.0,107.0,9.0,2018.0,Aaron Holiday,PG,2018,IND,99,1,0,0,0,PG,2018.0,71.7,73.0,79.5,71.7,79.5,,PG,0.1076732673267326,2850.0750000000003,0.318868407578085,0.8267326732673267,0.1918316831683168,0.1944444444444444,0.1506656426011264,0.5321782178217822,0.349009900990099,0.5013297872340425,31.1,0.5719406041986688,0.3173323092677931,0.5082885304659499,0.2921052631578947,0.375438596491228,0.312938596491228,0.312938596491228,0.375438596491228,0.4575012800819252,0.392512077294686,0.3876811594202898,0.391304347826087,0.5013297872340425,0.1236702127659574,0.4069148936170212,0.2957920792079208,0.3452631578947368,0.0663157894736842,0.2755263157894736,0.3032178217821782,0.2277227722772277,0.2843440594059406,0.6472772277227723,0.6423267326732673,0.3316831683168317,0.5646658415841584
357,Aaron Holiday,IND,2019,192334.0,2107.0,24.0,9.0,3.0,9.0,39.0,1.0,4.0,34.0,1.0,1.0,34.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,2091.0,24.0,108.0,107.0,1.0,18.0,2.0,22.0,1.0,8.0,5.0,10.0,47.0,49.0,19.0,101.0,6.0,2019.0,Aaron Holiday,PG,2019,IND,100,0,0,0,0,PG,2018.0,71.7,73.0,79.5,71.7,79.5,,PG,0.5029154518950437,2850.0750000000003,0.4293672014260249,0.4737609329446064,0.5495626822157434,0.3852495543672014,0.3672014260249554,0.3440233236151603,0.4737609329446064,0.6553398058252428,70.3,0.3605169340463458,0.5944741532976827,0.41900623885918,0.2946808510638298,0.3776595744680851,0.3154255319148936,0.3154255319148936,0.3776595744680851,0.3491532976827095,0.1841359773371104,0.4263456090651558,0.2446883852691218,0.6553398058252428,0.6132686084142395,0.644822006472492,0.5029154518950437,0.2074074074074074,0.3209876543209876,0.2358024691358024,0.3979591836734694,0.5728862973760933,0.4416909620991253,0.6486880466472303,0.8090379008746356,0.6807580174927114,0.7769679300291545
375,Aaron Holiday,IND,2020,213809.0,2239.0,18.0,7.0,3.0,7.0,37.0,1.0,3.0,35.0,1.0,1.0,38.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2247.0,18.0,108.0,113.0,-6.0,12.0,1.0,16.0,1.0,6.0,3.0,11.0,44.0,48.0,19.0,104.0,4.0,2020.0,Aaron Holiday,PG,2020,IND,100,0,0,0,0,PG,2018.0,71.7,73.0,79.5,71.7,79.5,,PG,0.0814917127071823,2850.0750000000003,0.3753767329716697,0.3632596685082873,0.7196132596685083,0.0733875828812537,0.1140747438215792,0.68646408839779,0.7417127071823204,0.3544222192092662,51.1,0.3039481615430982,0.5087402049427366,0.3551461723930078,0.3289205702647658,0.4297352342158859,0.3541242362525458,0.3541242362525458,0.4297352342158859,0.5711271850512357,0.2306629834254143,0.0593922651933701,0.1878453038674033,0.0083612040133779,0.2959866220735786,0.0802675585284281,0.1229281767955801,0.3435960591133005,0.2881773399014778,0.3297413793103448,0.1312154696132596,0.4516574585635359,0.2113259668508287,0.7251381215469613,0.5607734806629834,0.5386740331491713,0.5552486187845304
393,Aaron Holiday,PHX,2021,247760.0,2028.0,16.0,7.0,2.0,6.0,43.0,1.0,2.0,38.0,1.0,2.0,38.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,2030.0,16.0,106.0,108.0,-2.0,25.0,3.0,28.0,4.0,10.0,7.0,21.0,51.0,54.0,19.0,106.0,4.0,2021.0,Aaron Holiday,PG,2021,TOT,99,1,0,0,0,PG,2018.0,71.7,73.0,79.5,71.7,79.5,,PG,0.4546922627888166,2850.0750000000003,0.4523462193046438,0.6221110027557625,0.2416215592782328,0.7185752492098225,0.4552637977145636,0.2673540115545076,0.3645379920380899,0.3265928159887958,48.1501151799182,0.7437393629953805,0.5595672258691953,0.6976963287138341,,,0.282600612573688,0.3423653443958818,0.3217141011834042,0.9672988086554826,0.4833333333333333,0.2318181818181818,0.4204545454545454,0.5260223048327137,0.4405204460966542,0.5046468401486989,0.4122608607830051,,,0.3024620320007822,,,0.3291202959899552,0.2771329751322882,,,0.3228141440320845
447,Aaron Holiday,WAS,2021,233566.0,2212.0,16.0,6.0,2.0,5.0,47.0,1.0,2.0,27.0,1.0,1.0,29.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,-2.0,2221.0,16.0,99.0,109.0,-10.0,19.0,1.0,20.0,1.0,10.0,5.0,12.0,51.0,53.0,18.0,99.0,8.0,2021.0,Aaron Holiday,PG,2021,TOT,99,1,0,0,0,PG,2018.0,71.7,73.0,79.5,71.7,79.5,,PG,0.4797674092790084,2850.0750000000003,0.4523462193046438,0.6760120000131014,0.2263173094208987,0.3476780938487722,0.4552637977145636,0.4123663289753948,0.3215905965831089,0.4604743703346009,51.911170562623205,0.6609530756139071,0.4592754680282032,0.6105336737174811,,,0.3061389976457707,0.3309425919098135,0.2912041748405827,0.6664235351325067,0.4833333333333333,0.2318181818181818,0.4204545454545454,0.5260223048327137,0.4405204460966542,0.5046468401486989,0.3111689220091446,,,0.3526272776468465,,,0.3627729791747144,0.3579424101018409,,,0.3790911862434743
